Date,LIVE CATTLE,LEAN HOGS,COFFEE 'C',CORN,COTTON NO.2,SOYBEAN,SUGAR #11,WHEAT FUTURE,BRENT CRUDE,COPPER FUTURE,GASOLINE RBOB,GOLD 100 OZ,NATURAL GAS,SILVER,PLATINUM,WTI CRUDE,LME NICKEL,LME COPPER,LME ALUMINIUM,LME LEAD,LME ZINC,COCOA,HEATING OIL
2005-10-05,-0.0043768378600055335,0.008102233446291685,0.010788446934981266,-0.0049343832020997125,0.016243752402921974,0.0017251293847038163,0.0009345794392523477,-0.006480474315566975,-0.01780575539568352,0.011604787989450305,-0.04351345881400526,0.0,-0.0028828340639375227,0.007184241019698723,0.003809695224382015,-0.01736854627646922,0.0053130929791271875,0.012509773260359625,0.012896292315959235,0.02310924369747891,0.018934081346423604,0.0036385688295936802,-0.0170409210076371
2005-10-06,-0.003018257037503358,-0.014542668355851718,-0.0021502033626071837,-0.0024266722937328344,-0.0029319965951007942,0.0012916188289322506,-0.01556178026766275,0.0007247494217423878,-0.02911554660318616,-0.001965424571818253,-0.02560304697418536,0.012142884219304761,-0.056969612255737934,0.015646571560055333,0.009435794758389848,-0.022760290556900653,-0.004907512268780723,-0.0007722007722007485,0.0026525198938991412,-0.015400410677618104,0.0006882312456986117,0.0030211480362538623,-0.03183162289093766
2005-10-07,0.0035794700075051367,0.010097355442307832,0.014434809699361395,-0.00856689582231629,-0.0022766078542970636,0.0,0.009800822004426335,-0.02100251167234235,0.014334213504338056,0.014307531548910957,0.011726384364820985,0.005680257671468958,-0.01113978716478814,0.023032774505361786,0.009021944269696158,0.007829534192269394,-0.004172989377845271,0.008500772797527034,0.00952380952380949,0.010427528675703845,0.016506189821182904,-0.01807228915662651,0.004850880344951403
2005-10-10,0.003293447621239176,-0.007689747765095567,0.042713825049905285,-0.002453595050138646,0.037839893515877465,-0.01547943242081129,0.025360050093926167,0.0051783297132244055,-0.007251766455931619,-0.0013867976860290065,-0.0057952350289762755,0.0006330920962795972,-0.018978120570692703,0.00959622056543874,0.00532515733419392,-0.0006883666043857595,-0.030476190476190435,0.0005108556832695843,-0.00262054507337528,-0.007223942208462342,0.0,-0.00797546012269934,0.00595983074080686
2005-10-11,-0.0002723584810996327,-0.015885247328564778,0.018702599219497795,0.002459629986097722,-0.008794430194210223,0.01441257825010922,0.015572519083969505,0.008831404725740954,0.02210151713804076,0.016069515533865042,0.02310017271157161,0.0037589321159190447,0.041927252836577056,0.0038751188126051606,0.0036042609076316623,0.027996457390277563,0.0019646365422396617,0.013530763339290264,0.015239096163951693,0.0031185031185030354,0.01150202976995951,0.0,0.023342615083832063
2005-10-12,-0.0019177826847525115,-0.01771637327256481,0.0054451270931212825,0.016108384894388816,0.013216266173752267,0.04520665901262921,-0.009320505111244604,0.013860648485883198,0.00806303829943178,-0.0226101218369259,0.003165224730955929,-0.006661640568031535,0.00036954112963427654,-0.004734158776402153,-0.0021082629367374928,0.00928540659551036,-0.009803921568627416,-0.017632241813602012,0.012422360248447228,-0.020725388601036232,-0.00936454849498325,-0.005565862708719838,-0.001042088809123931
2005-10-13,0.008224599813958955,0.002404669508013768,-0.009369533440368172,-0.010918635170603652,0.00501687494299019,-0.001235754496773267,-0.0036418816388468223,-0.011512553582363694,-0.007089620069078317,-0.01590155419713124,-0.026503996634413052,-0.005885134126312641,-0.031129668644056308,-0.01309915843395526,-0.011743792982865209,-0.016218523260776885,-0.03366336633663369,-0.015897435897435863,-0.012269938650306789,0.0,-0.002025658338960179,0.014925373134328401,-0.009330628803245533
2005-10-14,-0.025829732512120618,-0.016393370438213317,-0.006966618287372994,0.0,0.013341804320203376,0.0020621391256530064,-0.0024367956137678615,-0.013102465617643388,-0.012998901501281579,-0.004831310137631384,-0.01382886776145209,-0.0042178250040676435,0.008852808442727511,0.01638736467447721,-0.007600330256833598,-0.007134249216678712,0.0024590163934425924,-0.009640437727983286,0.008281573498964745,0.023280423280423346,-0.002029769959404626,0.028799019607843146,-0.02351702351702356
2005-10-17,-0.006976948279896922,-0.01910547450320299,0.044650686933645156,0.0011676042882922122,-0.016300940438871536,0.003018246673069047,-0.017099236641221482,-0.008113367439816721,0.01817844555741055,0.036716710182767676,0.030674846625766916,0.010180739549030982,0.050533148168699915,0.0016779747574231507,0.00992415744943198,0.02762538233723366,0.029435813573180702,0.03841094448829252,0.026180698151950788,0.008273009307135482,0.03050847457627115,-0.029184038117927358,0.017074047447879437
2005-10-18,0.011242285428112675,0.0004143976720707432,0.0052932260697213795,-0.00858778625954193,-0.01129017572612212,-0.011352756120913687,0.019881950916433633,-0.022308361680246858,-0.021315357988704764,0.00247914371163227,-0.03805272108843538,-0.00420544468222761,-0.03355654876620506,-0.0050983248361252675,-0.001919724618813179,-0.01800056694699048,-0.019062748212867353,0.00253356979984809,-0.005502751375687898,0.011282051282051286,-0.0003289473684210398,0.01411042944785268,-0.02473935324262244
2005-10-19,0.005280080985518021,0.012012554515428597,-0.005752458712191544,-0.0011763447759597367,-0.01943088682199101,0.00830105146651916,0.0036551934206519032,-0.0030423173395905945,-0.011355174981384941,-0.010677134445534864,-0.019447513812154704,-0.018542119599170404,0.009537607432503314,-0.024890190336749662,-0.005777620563612862,-0.012509020928554215,-0.02429149797570851,-0.007328784432650948,-0.005030181086519092,-0.009127789046653123,-0.00691016781836129,0.004234724742891771,-0.010750739868333636
2005-10-20,0.001383722067469062,-0.013916511748254923,0.015864128406121614,0.004925053533190615,-0.019909842223891805,-0.0061745334796926565,-0.008497723823975734,0.013732205755839333,-0.01186217284880442,-0.007181684720072967,-0.03290511606941626,-0.00557606619987272,-0.042217019782277765,0.001951951951951969,-0.004521465844402162,-0.02211936662606573,0.004149377593360981,0.005600814663951015,-0.0015166835187057082,-0.0020470829068577334,0.003313452617627499,-0.01807228915662651,-0.022773063068563304
2005-10-21,-0.006901815524744226,0.009131885714285692,-0.021288811317288214,-0.006179416151715356,0.024051360674588018,-0.022642551428965874,0.014386287113559826,-0.006773093366211347,0.009908536585365946,0.0,0.02633418783500363,0.012738119623105337,-0.008091817255210576,0.005245017233628024,0.008324522345162455,0.010163918090777768,-0.008264462809917328,-0.03037974683544309,-0.025316455696202556,-0.03076923076923077,-0.03632760898282694,-0.0006134969325153339,-0.0018118205672872367
2005-10-24,0.000834119493991814,0.002879306502086454,-0.0028861721848089106,-0.009969982847341297,-0.008421446617385642,0.005226726938833082,-0.014182257091128525,-0.02045784297920361,-0.0041509433962263476,-0.004755814882902998,-0.024069028156221695,-0.004474951647768344,0.01025488748948078,0.0017143709004174834,0.0,-0.005080147965474735,-0.01041666666666663,0.007049608355091275,0.006233766233766147,0.021164021164021163,0.017820424948594926,0.030693677102516803,-0.037053264067096525
2005-10-25,0.007777413837027236,0.004102388979832394,0.0053183978914670416,0.0,0.022176087571954328,0.004637436762225944,0.016222834404652664,0.006961702407794368,0.03429329291398253,0.02240693892302148,0.03536528617961854,0.016481911800185323,0.10258422608593842,0.015179700870600499,0.01372027765470385,0.03514772952607581,-0.010526315789473717,0.022815659839253266,0.01445534331440368,0.015025906735751215,0.023569023569023573,-0.003573555687909513,0.05154371140721481
2005-10-26,-0.0019284452902960103,-0.01838307734802158,-0.019288389513108628,-0.006172171088251188,-0.008493353028064865,-0.011470135683312344,-0.0033132530120482118,-0.0061453974895397945,-0.022714782927276134,-0.00357409371195172,-0.0373033707865168,-0.0035727223894767013,-0.02078428314410119,0.004837645679102831,-0.0006337504917028891,-0.028542694315406347,0.006382978723404209,-0.00785804816223068,-0.011704834605598013,-0.011740684022460424,-0.0052631578947368585,0.01075911536162577,-0.017925577945357873
2005-10-27,-0.0019357896755470838,-0.010403061341399233,-0.015228184074852047,-0.0026149487905862134,-0.04804469273743028,0.0,0.0,0.0030916984607287645,0.004686035613870709,-0.007686243594796971,0.006302521008403339,0.005491130194947624,-0.014814881754877218,-0.002917791232037281,-0.0011662572617738842,0.007098841508503817,0.023255813953488413,-0.0025549310168625494,0.009268795056642576,0.0010330578512396382,0.01388888888888884,-0.0023654642223536193,-0.0011329305135951984
2005-10-28,0.01051704261196762,0.025230740732164803,-0.01798439090600601,-0.0037142232903648598,0.007531298904538408,-0.010329701429177884,-0.014505893019039151,-0.020804642927405026,0.004664179104477695,0.00885799404170795,0.021572720946416046,-0.0016832288069025259,-0.04596605948447707,-0.0025605384446557578,-0.0022257737300318547,0.002153800969210362,-0.008264462809917328,-0.006531762295082011,-0.005102040816326481,-0.00515995872033026,0.006523157208088826,-0.023117960877297006,-0.005608065532451079
2005-10-31,-0.004107785419334875,0.011895211560768892,-0.01727712508638557,-0.003837719298245612,-0.012425978060382481,-0.0025736345438948094,-0.024225697638761146,-0.002343998526629476,-0.02209842154131858,-0.004921647373808957,-0.038828337874659447,-0.01663585951940838,-0.06510871583532085,-0.030731993545547898,0.0014920351652210062,-0.023885116983343835,0.0016666666666667052,0.008637359804047895,0.017435897435897463,-0.0010373443983402453,0.0012961762799741372,-0.022451456310679574,-0.039984791838286515
2005-11-01,-0.0109980763272981,-0.013376687263354725,0.004646373317259256,0.0025316455696202667,0.004620072741570835,0.018205275229357776,-0.006913890634820841,0.0,0.004557538928978477,0.0027697542832272326,0.009449562957713153,-0.013500812842918153,-0.028267195282565827,-0.01445327279606512,-0.01569415029577159,0.0015012009607684451,-0.032445923460898474,-0.0030674846625766694,-0.0010080645161290036,-0.025960539979231534,-0.011003236245954673,0.012414649286157653,-0.010363036303630335
2005-11-02,0.004170597469958848,0.015612161795312884,0.040673983150421256,-0.003842775581906044,0.003424657534246478,-0.00253414050401235,0.019620253164556845,-0.012620202393139435,0.0001890359168241762,0.00797064278104398,-0.0124034636087057,0.008690278475145696,-0.021585094166891583,0.012054668304668281,0.013681453617349737,-0.0016488458079343404,0.0034393809114359186,0.012051282051282142,0.00908173562058523,0.0031982942430703876,0.011125654450261813,0.0006131207847945852,-0.012272393783765767
2005-11-03,0.006641614010141961,0.0012135219489766147,0.026736811761314705,0.0013226055328998676,-0.010628961482203825,0.028652081863091095,0.005896958410924746,0.0007988442253761274,0.03666603666603674,-0.0019181835975727868,0.031753554502369497,-0.005807423290958402,0.007325143054939698,0.00826947879523554,0.0008490393412625696,0.03398228316901042,-0.009854327335047097,-0.0015201418799087874,0.006750000000000034,0.02869287991498415,0.003236245954692629,0.005514705882353033,0.028428658248362604
