Date,LIVE CATTLE,LEAN HOGS,COFFEE 'C',CORN,COTTON NO.2,SOYBEAN,SUGAR #11,WHEAT FUTURE,BRENT CRUDE,COPPER FUTURE,GASOLINE RBOB,GOLD 100 OZ,NATURAL GAS,SILVER,PLATINUM,WTI CRUDE,LME NICKEL,LME COPPER,LME ALUMINIUM,LME LEAD,LME ZINC,COCOA,HEATING OIL
2005-10-05,0.9956231621399945,1.0081022334462917,1.0107884469349813,0.9950656167979003,1.016243752402922,1.0017251293847038,1.0009345794392523,0.9935195256844331,0.9821942446043165,1.0116047879894503,0.9564865411859949,1.0,0.9971171659360625,1.0071842410196987,1.003809695224382,0.9826314537235308,1.0053130929791272,1.0125097732603596,1.0128962923159592,1.023109243697479,1.0189340813464236,1.0036385688295937,0.9829590789923629
2005-10-06,0.9926181155241642,0.9934417369964889,1.0086150462174972,0.9926509186351706,1.0132641291810842,1.0030189764232318,0.9853582554517133,0.9942395783861627,0.9535971223021584,1.0096165550821667,0.9319975713418338,1.0121428842193048,0.9403117876191447,1.0229432213209735,1.0132814374850012,0.9602664763264336,1.0003795066413663,1.0117279124315872,1.015583019881784,1.0073529411764706,1.0196353436185135,1.0066707095209217,0.9516698962726547
2005-10-07,0.9961711622975893,1.003472871326166,1.0231742124695593,0.9841469816272966,1.0109573241061132,1.0030189764232318,0.9950155763239876,0.9733580500360026,0.9672661870503599,1.0240616757963077,0.9429265330904678,1.0178921166020143,0.9298369144365259,1.0465044418694478,1.0224232061435086,0.9677849155365215,0.9962049335863379,1.0203283815480844,1.0252552391187533,1.0178571428571428,1.0364656381486677,0.9884778653729532,0.9562863330673657
2005-10-10,0.9994519998424053,0.9957564180565517,1.0668778967765586,0.981732283464567,1.049211841599385,0.9874928119608972,1.0202492211838008,0.9783984189481102,0.9602517985611513,1.0226415094339625,0.9374620522161509,1.0185365360559002,0.9121903573632687,1.0565469293163383,1.0278677705783537,0.9671187247204379,0.96584440227704,1.0208496221005994,1.0225685115529286,1.0105042016806722,1.0364656381486677,0.9805942995755003,0.961985637752194
2005-10-11,0.9991797906137962,0.9799385810767177,1.0868312864961114,0.9841469816272966,1.0399846212995003,1.001725129384704,1.0361370716510905,0.987039051368866,0.981474820143885,1.0390748630553868,0.9591175875328883,1.0223651457525176,0.950435993111526,1.0606411741985322,1.0315724742020638,0.9941946228884132,0.9677419354838711,1.0346624967422464,1.0381515314347127,1.013655462184874,1.0483870967741937,0.9805942995755003,0.9844408982104182
2005-10-12,0.9972635809124025,0.962577623390175,1.0927492209798633,1.0000000000000002,1.0537293348712033,1.0470097757331802,1.0264797507788164,1.0007200527017295,0.9893884892086331,1.0155812538040174,0.9621534102408422,1.015554516622231,0.9507872183020656,1.0556199304750868,1.029397648188145,1.0034261241970022,0.9582542694497156,1.0164190774042219,1.051047823750672,0.9926470588235294,1.038569424964937,0.9751364463311097,0.9834150233671493
2005-10-13,1.0054656747744428,0.9648923044502378,1.0825106706119563,0.9890813648293966,1.0590157631680124,1.0457159286946525,1.022741433021807,0.9891992094740552,0.9823741007194244,0.9994319334550623,0.9366524994940298,1.0095778420793267,0.9211895272453182,1.041792197759753,1.017308615310775,0.987152034261242,0.9259962049335866,1.0002606202762574,1.038151531434713,0.9926470588235294,1.0364656381486679,0.9896907216494846,0.9742391428245754
2005-10-14,0.9794947653449001,0.9490744674704037,1.0749692319777948,0.9890813648293966,1.0731449442522107,1.0478723404255323,1.0202492211838008,0.9762382608429214,0.9696043165467627,0.9946033678230884,0.9236996559400934,1.0053196194134517,0.9293446416694677,1.0588644264194673,1.0095767338612913,0.9801094456340709,0.9282732447817839,0.9906176700547303,1.0467490596453524,1.0157563025210086,1.0343618513323987,1.0181928441479684,0.951327937991565
2005-10-17,0.9726608810266589,0.930941949430507,1.1229673466181362,0.9902362204724413,1.0556516724336793,1.0510350776308228,1.0028037383177573,0.9683176811238952,0.9872302158273383,1.0311219314262534,0.9520340012143295,1.015554516622231,0.9763073521467382,1.0606411741985324,1.019595932325414,1.0071853438020462,0.955597722960152,1.0286682303883243,1.0741536808167658,1.0241596638655464,1.065918653576438,0.9884778653729533,0.9675709563433263
2005-10-18,0.9835958122759202,0.931327729607184,1.1289114666527011,0.9817322834645673,1.0437331795463283,1.0391029327199546,1.022741433021807,0.9467161000720055,0.9661870503597124,1.0336782308784749,0.9158065168994135,1.0112836582807898,0.9435458468736218,1.055233680957899,1.0176385889128872,0.98905543659291,0.9373814041745733,1.0312744331508994,1.0682428801719512,1.0357142857142858,1.0655680224403932,1.0024257125530625,0.9436338766670468
