Date,NN Signal Vol-Parity,Ridge Signal Vol-Parity,Static B&H Vol-Parity Benchmark,Dynamic Long-Only Vol-Parity,Full_23_Commodity_Market_Factor,Four_Asset_Equal_Weight_Factor
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,-0.0004505136471111,-0.0059740906218321,0.0013298877504322,0.0013280161896138,0.0005320719467609413,-0.004169272358556603
2020-01-03,-0.0064966168545975,0.0098708829382026,0.0163292960131825,0.0163188346370569,0.00021704052183435036,0.015292931130598875
2020-01-06,-0.0038275803380822,0.0045078840114911,0.0062277959994661,0.006193377437866,0.000774570423602888,0.004759005040557485
2020-01-07,-0.0069349646901966,0.0027875827394538,0.003772273290081,0.0038155530983715,0.0004444099645310765,0.004639174976068194
2020-01-08,-0.021459790653045,0.006096033023442,-0.0166878882996536,-0.0166812754328154,-0.009521412227655558,-0.018094920511452478
2020-01-09,-0.0006236033288873,0.0023587401376078,-0.0041944815913343,-0.0042881593606403,0.0009626726537815725,-0.00148448274611504
2020-01-10,-0.0041540358390528,0.0067370216344143,0.004335832387819,0.0045650306622853,0.005081063596270947,0.0059696801474231065
2020-01-13,-0.0041261056954836,-0.0018633144122055,-0.0076236024758581,-0.0075558994306072,-0.004337855200043758,-0.008360165434324857
2020-01-14,0.0055273324456161,-0.0035487360618384,-0.0042336462642075,-0.0044129521373483,0.00380278793598054,-0.002781927667566658
2020-01-15,-0.0062131561501567,0.0021367547425904,0.0019859188331637,0.0020141144177959,0.0014929899959393528,-0.004589680867940649
2020-01-16,0.0069078781862542,-0.0061763952746621,-0.0014507829817742,-0.0016191036541935,-0.005874133702993404,-0.003877521206403972
2020-01-17,0.0079711618243236,-0.0013286738596813,0.0023772508078097,0.0022463629228135,0.00414747590553407,-0.004512226213431031
2020-01-20,0.0024182372775328,-0.0005668852913406,0.0011331568198558,0.0010919466073082,0.0005797995800274359,0.0013509670079636105
2020-01-21,-0.0058818104405318,-0.0122716016474982,-0.0112990594385444,-0.0116216058239202,-0.00844769242485367,-0.019932050092250547
2020-01-22,-0.0110257106141423,0.0028961765017316,-0.0040158655781427,-0.0037673700685746,-0.00394745061560789,-0.003891294251923
2020-01-23,-0.0085080292121914,0.0070491810322681,-0.0004817000816976,-0.0001597987924084,-0.00689530803761357,-0.0005169686192339207
2020-01-24,-0.0020121275820225,0.0050637592030733,-3.763897251042375e-05,0.0002178413480882,-0.01315399793920206,-0.004655749561640443
2020-01-27,-0.0073057015303567,0.0061989425068348,-0.0035898952445072,-0.0032500136077689,-0.017695284598804123,-0.004352733527818925
2020-01-28,-0.008787677276322,-0.0035322698244179,-0.0087135375020054,-0.0084591095508496,0.0009197965969864306,-0.004536332564848422
2020-01-29,0.002479753059722,-0.0055700482484488,-0.001082609948273,-0.0014654375705032,-0.008238859206958597,-0.005689979830996478
2020-01-30,-0.0003072113599751,0.008896898584483,0.0042273041990407,0.0042109165865959,-0.008011081045176883,-0.0018519649343495537
2020-01-31,-0.0002179753581615,0.0015278568945704,5.143422295272946e-05,7.39169603444172e-05,-0.004098886874711122,0.0011779764250262614
2020-02-03,-0.0168372913660494,0.008674655913577,-0.0155911990778088,-0.0141798728161754,-0.011411957116665384,-0.0181874189318581
