Date,XAU CURNCY,CO1 COMDTY
2005-10-05,,
2005-10-06,0.018719741796664913,-0.02910844976713245
2005-10-07,0.002957017636498138,0.014390954257323951
2005-10-10,0.0008423712751395307,-0.007262286775882476
2005-10-11,0.0005260389268806342,0.022116366110922048
2005-10-12,-0.00967402733964251,0.008155792276964169
2005-10-13,0.0014865151836909174,-0.007099224038302765
2005-10-14,-0.004028837998303669,-0.0131360159627536
2005-10-17,0.009154779646582956,0.020556023588879535
2005-10-18,-0.0037974683544304,-0.021297672114908406
2005-10-19,-0.01620076238881829,-0.011470985155195623
2005-10-20,-0.0072112797330751155,-0.01177474402730383
2005-10-21,0.01235906331309633,0.009842859609739296
2005-10-24,-0.00353394731205825,-0.004103967168262557
2005-10-25,0.01579795808704998,0.03434065934065944
2005-10-26,-0.0034913245873889887,-0.022742363877822136
2005-10-27,0.005733092684998331,0.004586376762357736
2005-10-28,-0.0003166895386889079,0.004734528238079072
2005-10-31,-0.017550158394931348,-0.022214742510939134
2005-11-01,-0.012983942045185937,0.00464716006884669
2005-11-02,0.008820646847435443,0.00017132088401594636
2005-11-03,-0.004533678756476589,0.03665638917437475
2005-11-04,-0.009108653220559648,-0.020984798413747563
2005-11-07,0.00590938936309926,-0.0204219409282701
2005-11-08,0.0026109660574411553,-0.003962784286698828
2005-11-09,0.013671875,-0.0160871821484172
2005-11-10,-0.0005352172982230341,-0.021097046413502185
2005-11-11,0.003962728927921155,-0.012392241379310276
2005-11-14,-0.0025602730957968722,-0.004728132387706974
2005-11-15,0.0022032085561496384,-0.012424630001827142
2005-11-16,0.02298678846605351,0.03607770582793712
2005-11-17,0.013978718965157455,-0.020535714285714213
2005-11-18,-0.0004115226337448874,0.0005469462169553907
2005-11-21,0.01226842321943189,0.00838192419825079
2005-11-22,0.0057345046364079,0.01933501987712316
2005-11-23,-0.004205588580209474,-0.0035454706612302322
2005-11-24,0.0020304568527917954,-0.016189290161892966
2005-11-25,0.005227963525835877,-0.0052441229656419175
2005-11-28,0.005281406224802554,-0.0023632066896926984
2005-11-29,0.0022057349107680313,-0.010204081632653073
2005-11-30,-0.013445378151260567,0.013438880706921896
2005-12-01,0.021943700819339718,0.019981834695731227
2005-12-02,-0.0010319507838856268,0.01602849510240434
2005-12-05,0.011959156104732083,0.011919368974583788
2005-12-06,0.0039261876717706645,-0.002078641953923377
2005-12-07,0.007430582714118339,-0.010935601458080257
2005-12-08,0.011510093167701685,0.02965952965952967
2005-12-09,0.010112639840346827,-0.023180501107891605
